-0.1960767366,-0.2743889577,-0.2491858246,0.0054024368,-0.0903977065,-0.2453549588,-0.4475540982,-0.0843096013,-0.3043333599,-0.180444106,0.4539423455,0.0565760995,-0.1657598965,1.3464759401,-0.0097088726,-0.0472942833,-0.4472319334,1.182171131,-0.3383921975,-0.1293239974,-0.1423662249,0.0075908018,0.4063900529,0.9459207409,-0.0624215127,0.3775503657,-1.1232959226,-0.0097497893
2.2032489609,-0.165238947,-0.8438989184,-0.9154650148,-0.5225117883,-0.7651496228,-0.4648409222,-0.1179632885,-0.322225818,-0.7807984772,-0.8270327323,-0.7970335742,-0.4548597868,-0.2723766826,-0.0068322152,0.5937305184,0.6047580401,-0.2928332271,1.085225636,-0.1585843477,0.1984324616,-0.1207524804,0.8130598274,-0.5281703131,-0.497277629,-0.2250218269,-0.531515951,-0.0097882639
-0.2165471762,1.8162270662,1.8246854769,1.5081355112,1.5157839314,1.9105695468,2.3626968006,0.0914342274,-0.1346034375,1.6913086343,0.1172043671,-0.4675586164,-0.6438308893,-1.2056119282,-0.0096968269,0.8821916791,0.8162629135,-0.482321517,1.4572154616,-0.1659154402,0.4119423984,-0.1261993312,0.9807110321,-0.5113643602,-0.711828631,-0.6263853615,-0.8056852585,-0.0097831436
0.7317597825,-1.2126008702,-0.9201441869,-0.9186809218,-0.4756353906,-0.9264354213,-0.4648931089,-0.1340037993,-0.322851077,-0.9173535639,-1.1381952178,-1.6143488704,-1.3792327175,2.034490841,-0.0096793383,-1.137036446,-1.0245338625,-0.4486588409,-1.1388838908,-0.1954515683,-0.1701891538,-0.1445340858,-1.1380442461,-0.8220567949,1.881668709,2.7758903832,-0.4061013746,-0.0098220513
0.9334442921,-0.9240939796,-0.6456612205,-0.6786310462,-0.2208890657,-0.6298533603,-0.4593319702,-0.1204040022,-0.3156829285,-0.5833246326,-0.1502380938,0.1875996052,0.2921340575,0.1150482646,-0.0096765026,-1.0088314857,-1.0106619411,-0.4081188438,-1.0730204262,-0.1949164281,-0.1676718685,-0.1442066795,-1.0645099973,-0.9128350637,1.9427186293,0.8643621606,-0.2144451123,-0.0098178061
2.1947744706,0.015062486,-0.8896460795,-0.7041447464,-0.7503618195,-0.8333874393,-0.4648254293,-0.1270831657,-0.3227785023,-0.8413070076,-0.8184835196,-1.2272723513,-1.2186361579,0.6510960089,-0.0097104776,1.6834726811,3.1824676952,-0.4273029496,2.473837576,0.0730492856,-0.0856833308,7.4677077844,2.2717973688,0.2567895951,-0.3442440415,0.0307253397,-0.0015934074,-0.009817066
0.8118546877,-0.8184516066,-0.9658913479,-0.9589802573,-0.4223452614,-0.9632286208,-0.4649383645,-0.1372299975,-0.322867825,-0.9457658019,-1.1756386052,0.7868521712,0.6034938978,0.1777254174,-0.0095330717,0.1450131572,-0.1449486317,-0.8305311348,-0.257414965,-0.0830901816,-0.1313888148,-0.1293841019,-0.3177039958,-0.7232238595,0.2460579377,-0.554293254,-1.2481086667,-0.0098136475
1.9265479707,-0.675888026,-0.9353932405,-0.5613509354,-0.3714196415,-0.6648084776,-0.4649245024,-0.0906698207,-0.3228454944,-0.7384385101,0.4992856383,-0.629474607,0.2379671854,-0.9221326514,-0.0096973694,-0.6562678448,-0.3374784417,-0.5664782074,-0.6460334749,-0.1904416054,-0.1568479444,-0.1106326483,-0.5495121657,-0.4861989696,-0.1056208533,0.4174420155,-0.4025341498,-0.009819909
-0.3481264386,0.0144819794,-0.035699073,-0.1769495437,-0.3653901427,-0.1522359778,-0.361425759,-0.0535790024,-0.3137457419,-0.222961238,-0.7022935862,0.6557633172,0.1844933751,-1.0262710704,-0.0097001886,0.7219354787,0.5144827385,-0.4143325636,0.1537007602,-0.1330092421,-0.1390970308,0.4807971266,0.0584304614,-0.6489467724,0.3151908994,-0.4241264578,1.4624569072,-0.0098182537
-0.4116798911,-1.0499064994,-0.76765365,-0.6526399848,-0.1412051009,-0.7648577385,-0.4638318447,-0.1254782664,-0.3217066296,-0.7509024949,-0.9167453571,-0.1684861818,-0.5194747506,1.0832657139,-0.009708166,-1.1690876861,-0.9904889571,-0.4166250039,-1.1366398325,-0.1954564929,-0.1695470419,-0.14456385,-1.1458138417,-0.7941920025,1.0935194857,2.3779923053,-0.2657577072,-0.0098222343
